,Review
23,소설을 읽지 않고 웹툰 단행본을 구매했는데너무 마음에 듭니다!!책 표지도 한 번도 만져보지 못한벨벳(?) 같은 특이한 소재여서 신기했는데지문이 좀 잘 묻어서 살짝 아쉬웠어요ㅠ무엇보다 그림체가 너무 제 취향이라 마음에 듭니다!!단행본 안에 포스터도 있어서 너무 좋아요!!또 내용 역시 흥미를 끄는 내용이라 다음 편이너무 기대됩니다.다음편도 꼭 구매해야겠네요!!!!!
24,전지적 독자시점 1슬리피-C 글그림/UMI 각색/싱숑 원저유명한 소설인건 알고있었는데네이버에서 연재중인것도 보고책도 구매하게 되었어요김독자 너무 좋아서..스토리그림 너무 좋네요 소설처럼디테일이 나와있는 원작을그리으로 만화로 그리기가힘들다고 들었는데 작가님 수고많으셨습니다 다음권도 기대해요우리중혁이 좀 더 넣어주세요 ㅋㅋ
25,사실 소설로는 보지 못했고 웹툰을 보고 너무 재미있어서 단행본 책으로 나오길 기대했던 책입니다. 핸드폰으로 보는 것만큼 화질이 선명하진 않지만 책으로 보는 것은 또 다른 느낌이 들어서 좋은 것 같습니다. 스토리 전개 말이 필요없고 그림도 너무 깔끔하고 이뻐서 소장용으로 충분히 가치가 있는 것 같아요. 궁금해서 어서 다음권이 빨리 나오길 기다리고 있습니다.
26,"""                소설로 아는 내용을 만화로 새로 보니 새롭네요. 만화라서 좀 더 부드러운 느낌으로 캐릭터들이 표현되는 느낌인데 그 와중에도 원작에서 느꼈던 씁쓸한 분위기? 그런것들이 잘 표현되서 너무 좋았어요 ㅎㅎ그림체도 다들 잘생기고 이뻐서 좋네요. 그리고 개인적인 재발견... 초반에 유상아, 정희원은 원작에서 그렇게 임팩트가 없었는데 만화로 다시 보니 초반부터 존멋 캐릭터로 나와서 좋았어요.아직 전개가 갈 길이 먼데 남은 이야기들은 만화로 어떻게 표현될지도 기대됩니다.                """
27,전지적 독자 시점 2권 리뷰입니다. 소설 단행은 아니고 웹툰 단행이예요. 배송은 빠르게 아무 이상없이 잘 왔네요! 확실히 스크롤 웹툰이랑 단행본 컷 편집된 것을 보는 것은 생각보다 차이가 크네요. 물론 웹툰도 꼬박 전 화 소장하면서 보는 중!! 살짝 아쉬운건 제가 금전적인 이유로 초판을 구매하지 못했다는 겁니다 ㅜㅜㅜ 1권만 다른 곳에서 초판 구매 했네요. 정말 캐디가 하나하나 제가 생각한 것과 비슷하고 작화도 정말 탑급입니다. 소설도 다 샀는데 아직 못보고 있어요 ㅋㅋㅋ 과연 이것도 얼마가 연재할 지 모르겠네요! 빠르게 완결 되었으면 좋겠네요
28,사실 소설은 전혀 보지 못하고 해당 웹툰을 접하였습니다. 회귀물을 처음 접하였는데 아주 재밌게 보았습니다. 요즘이런 회귀물들이 아주많지만 단연 스토리도 탄탄하고 떡밥 회수도 잘하고 그림체도 좋고 단연 탑급 작품입니다. 얼른얼른 완결까지 후다다다다닥 나왔으면 좋겠습니다. 얼른얼른 완결까지 후다다다다닥 나왔으면 좋겠습니
29,사실 소설은 전혀 보지 못하고 해당 웹툰을 접하였습니다. 회귀물을 처음 접하였는데 아주 재밌게 보았습니다. 요즘이런 회귀물들이 아주많지만 단연 스토리도 탄탄하고 떡밥 회수도 잘하고 그림체도 좋고 단연 탑급 작품입니다. 얼른얼른 완결까지 후다다다다닥 나왔으면 좋겠습니다. 얼른얼른 완결까지 후다다다다닥 나왔으면 좋겠습니다.
30,매니아층이 탄탄한 소설을 웹툰화 한다는것은 쉽지 않은 선택인 것 같습니다. 기존의 팬층을 납득시켜야하는 과정이 존재하기 때문인데요. 저는 소설 전지적독자시점을 읽지 않고 웹툰을 먼저 읽기로 결심했습니다. 왜냐면 초판부록을 꽤 빵빵하게 챙겨주더라구요. 종이책덕후는 초판부록이라면 놓치고 싶지 않습니다. 긴 예판시간을 지나 받아본 전독시는 생각보다 작화 퀄리티가 뛰어나면 재미난 스토리를 가지고 있습니다. 세상이 명망하고 또 다른 세계가 태어나는 그 과정을 유일하게 인식하고 결말까지 아는 인물인 ‘독자’ 가 주인공이라니 너무나도 신박하잖아요. 왜 인기가 많은지 납득이 갑니다. 웹툰으로 꾸준히 본 후 소설도 시간이 나면 읽어 볼 생각입니다.
31,드디어 전독시 웹툰 단행본이 나오네요. 소설 단행본이 더 먼저 나오길 기대했지만 웹툰 단행본도 너무 좋습니다. 실물 배송도 손상없이 무사히 도착했습니다. 2권도 세로 스크롤 형식의 웹툰을 가로로 단행본 형식으로 편집하면서 깔끔하게 잘 마무리하신 거 같고요. 김컴 포토카드 너무너무 같고 싶어서 초판일 때 구매했습니다. 겉표지 재질이 좀 독특하긴 한데 별 지장 없어요.
32,나이를 먹고... 나혼랩을 마지막으로 만화책 신작은 더이상 사지 않기로 마음을 먹었건만...네이버에서 전독시를 정주행 하면서.. 이건 발매가 되면 살 수 밖에 없는 물건이구나...설마 발간 되겠어? 라는 생각을 하였는데...역시 띵작은 나오는 구나....편집도 좋고... 정말 전독시를 끝으로 더이상 사지 않을 것이야...작품은 너무나 훌륭하지만.. 배송도 빨랐지만....책 모서리가 까진 것이 마음이 너무나 아프다....ㅜㅜ
33,"""소설을 먼저 읽고 웹툰을 읽었습니다.1권에는 싱숑님의 사인과 메세지가 들어 있습니다.싱숑, 싱숑 작가님, 아니 제가 소설 단행본도 받아보기 전에 웹툰 단행본부터 받았습니다.외전, 소설 단행본 기다리고 있어요, 작가님.개인적으로 그분이랑 걔랑 그들의 일상생활 외전 보고 싶습니다. 믿습니다 싱숑 사랑합니다 싱숑우리 독자랑 중혁이를 비롯한 모든 캐릭터를 만들어 줘서 고마워요 싱숑이렇게 세상에서 가장 재미있는 이야기를 써 주어서 행복해요 싱숑웹툰1권은 소설 진행을 생각보다 충실히 따르고 있었습니다.우리 귀엽고 사랑스러운 독쟈가 멸살법 완결나고 허전해하는 모습, 지하철이 갑자기 멈추고 세상이 유료화되는 모습 기타 등등이요.아니 그런데 우리 독쟈는 무슨 애가 이렇게 말랑하고 예쁜 걸까요.지하철이 멈추어도 소설이 현실이 되어서 도깨비가 나타나도 세상이 유료화가 되어도 제4의 벽의 영향으로 당황하지 않고 주위 상황 파악해서 자신이 해야할 일을 챡챡 해 내는데 하얗고 귀여운 녀석이 열심히 노력하는 모습을 보니 아주 그냥 기특해서 눈물이 다 납니다.진짜 어쩜, 그 상황에서 자기가 아는 지식을 그렇게 순식간에 머릿속으로 계산 다 끝내고 응용하고 그러냐고요.그 와중에 살릴 사람 살리고.우리 예쁜 독자야, 살릴 수 있는 사람이 한정된 그 상황에서 너 자신과, 너와 친분 있는 사람을 살리려는 그 반응은 사람이면 당연한 거고 너는 그 중에서도 착한 사람 맞아. 우리 천사...독자에게 독자가 사랑한다고 말한다. 사랑해 독자야!"""
34,""" SNS에서 하도 '전독시', '전독시' 하길래 어떤 내용의 작품일까 궁금했다. 원작은 웹소설인 것으로 알고 있는데, 얼마 전 단행본 만화로 출간되었길래 냉큼 1,2권을 구입해 읽어봤다. 읽어보니, 와... 역시 사람들이 재밌다고 입을 모아 말하는 데에는 이유가 있었다. 한국의 직장인, 취업준비생이라면 누구나 공감할 만한 현실적인 설정, 기발한 이야기 전환과 시원시원한 전개, 전형적이지 않은 인물들, 진지함과 코믹함의 완급 조절까지 작품의 모든 요소가 훌륭했다. (작화도 끝내준다!) 1권에선 주인공 '김독자'가 출근 도중 10년 넘게 나 혼자 읽어온 웹소설의 세계로 넘어가는 초반의 이야기가 그려지고, 2권에선 이 세계의 결말을 아는 유일한 독자로서 차례로 떨어지는 새 미션을 수행하는 이야기가 그려진다. 현실에선 미래에 대한 희망 없이 우울하게 살고 있는 내가, 새로운 세계의 모든 국면들을 헤쳐나갈 방법을 알고 있는 용사 내지는 영웅이라면 얼마나 기분이 짜릿할까. 그리고 그 세계에서 10년 전부터 동경하고 흠모해온 '그 사람'과 마주한다면...! 앞으로의 전개가 기대된다."""
35,네이버 웹툰 절때안보고 단행본 나올때까지 존버했습니다 1 2권 함께나온 5000권 파는 걸 사고 싶었는데 그때 사정이 여의치 않아서 1권만 사서 맛만 보려고 결제 했습니다  웹툰도 드라마도 애니도 영화까지 나온다는데 심지어 5편이나!!! 언제쯤 소설 양장본을 볼 수 있을지 의문이네요 그림체는 제취향은 아니라서 3권 표지로 한수영이 나온다면 구매의사가 늘어날거 같네요
36,"""싱숑 원작 판타지 소설을 웹툰으로 한 전지적 독자 시점입니다. 네이버 시리즈에 연재한 소설 1딱 1편만 읽었어요. tts가 안되어서 전자책 간행 이후에 봐야겠더라고요. 1화만 봤는데 엄청 궁금했지만 제 눈은 소중하니까요. 네이버 시리즈가 tts까지 되면 전자책 단행본아마 안 살것 같기는 합니다. 웹툰으로 연재된줄 도 몰랐는데 이렇게 인기가 많아서 단행본으로 2권까지 나왔습니다. 예약구매했는데 적정한 기다림 후에 받은 것 같아요. 비닐 개봉하니 새 책 냄새랄까요 잉크 냄새랄까요 오랜만에 맡아보는 냄새라 기분 좋았습니다. 책 내부에 카드 3장있는데 이길영, 유중혁, 정희원나왔어요. 유중혁은 표지의 인물인데요 원작도 안 읽어보고 구입한 책이라 김독자 말라고눈 아무것도 몰라요 후속 나왔으면 좋겠습니다. 책은 천천히 두고두고 볼께요"""
37,"""드디어 전지적 독자 시점이 웹소설에서만 볼 수가 있었는데 이제는 만화책으로 출판이 되었습니다!! 원래 전지적 독자 시점이 만화로는 인터넷 상에서 나오고 있었지만 이렇게 책으로 나온 것은 이번 달 부터인것 같네요. 그런데 만화책으로는 그렇게 많은 편수를 담고 있지 않아 아무래도계속해서 읽기 위해서는 나오는 족족 구매를 해서 보아야 한다는 단점이 있네요, 줄거리를 소개해드리자면 누적 조회 수 1억 뷰,레전드 판타지 웹 소설 마침내 웹툰으로.총 연재 횟수 3,149회평균 조회 수 1.9회평균 댓글 수 1.08개10년 넘게 나 혼자 읽어온 소설의 완결을 본 그날.소설 속 세계는 현실이 되었고, 이 세계의 결말을 알고 있는 유일한 독자가 되었다.이것은 독자(讀者)의 설화. 동시에, 독자(獨子)의 설화.단, 한 사람의 독자를 위한 이야기다.[지금부터 메인 시나리오가 시작됩니다.]"""
38,보름 전쯤에 예약주문했던가요? 예약주문하고 책을 받은 건 처음이었어요... 하지만 괜찮아요 책이 너무 예쁘니까... 확실히 폰으로 보던 걸 큰 단행본으로 보니까 너무 깨끗하고 감격스럽고 그러더라고요ㅠㅠ 그리고 표지 재질이 굉장히 신기했어요 보드랍고 약간 고무느낌? 그래서인지 모서리 파본 이런 거 없이 잘 왔더라고요! 오자마자 바로 정주행 한번 때리고 ㅋㅋㅋ 리뷰 남깁니다. 폰스트랩은 잘 보관할게요!
39,단행본 나온다는 소식 들을때 부터 진짜 기대하고 있었는데 샘플 사진 보자마자 와 진짜 이거다 이러면서 예판 시작할때 바로 사버렸습니다ㅠㅠ 진짜 2020년 마지막날 딱 받았는데 너무너무 이쁘고 진짜 만족합니다.. 원래 전독시를 좋아했던 독자로서 단행본 나온거에 너무 만족하고 좋아하지 않으시는 분들도 한번 읽어보면 빠지시게 될거에요ㅠㅠ 정말 추천드립니다!! 포토카드 브로마이드 책 구성부터 하나하나 진짜 만족만족~!~! 감사합니다 엉엉 앞으로 번창하세요~~
40,소설보다 웹툰이 단행본 먼저 나오는 신기한 장르!원작도 굉장히 짜임새있고 웹툰 담당하신 작가님도 실력이 좋으셔서 더욱 빠져들게 되는 것 같아요!물론 소설로 시작한 독자라 소설 단행본이 먼저 나오길 바라고 있었지만 웹툰이라도 올해 나와서 기뻐요! 소설도 기다리고 있으니 내년에는 소설 단행본도 만날 수 있기를... 독자를 위한 통장은 언제나 준비 중이니 내주시기만 하면 됩니다 ><
0,전지적 독가 시점 3연재를 접하다 소장하고파서 구매한 책그림체도 이쁘고 너무나 사실적으로 잘 그려서 그럼만봐도 시간가는줄 모르고 보게 되는 책입니다 과거로 회귀해서 펼쳐지는 판타지 무협이라 장르롤 얘기하고 싶어요 한권한권 읽다보면 작가님의 상상력에 박수를 치고 있는 저자신을 보게되네요 재밌어요 연재로 보기에는 아까워 책을 욕심내어 소장하고 있는데 돈이 아깝지 않아요 꼭 보세요 추천해요 연령대 상관없이 읽을수있어요 아이와 다같이 보고 있어요 삽화도 너무나 잘 그렸고 내용도 평법하지 않아요 판타지 장르를 자주 접하지 않은 독자에게도 부담없이 절할수있을꺼예요 다음권 사러 갑니다 강추해요 소장하세요
1,애가 좋아하는 책이에요. 사실 제목만 봐서는 이게 뭔가 했는데 아이가 웹툰이라고 하면서 열심히 보더라구요. 웹툰으로 열심히 보다가 책이 나오면 구매하고 하네요. 판타지적인 부분이 많아서 아이가 상상력을 개발하기에 좋은 책인 것 같아요. 머리를 식히면서 조금씩 재미있게 보고 있어서 나도 만족합니다. 많은 사람들이 좋아하는 웹툰인 것을 보니 좋은 책인 것 같네요.
